name,fields,field type,required,enum value,sample value
Invoice,zoho_invoice_number,String,false,,INV-000071
Invoice,zoho_status,String,false,,draft
Invoice,zoho_pdf_url,String,false,,
Invoice,invoice_url,String,false,,https://zohosecurepay.in/books/flyde1/secure?CInvoiceID=2-4cc7ec0df0476da2765756978807b928d5e88d326a551bdf2436b11b8dd9496e422f16adc960337f5971adfee660fd72e87833e65d77c95d34ec8c2c7397d757bf747bf136c83d3b
Invoice,template_id,String,false,,
Invoice,payment_expected_date,Date,false,,
Invoice,last_payment_date,Date,false,,
Invoice,tax_authority_id,String,false,,
Invoice,tax_exemption_id,String,false,,
Invoice,is_inclusive_tax,Boolean,false,,false
Invoice,billing_address.attention,String,false,,nasir
Invoice,billing_address.address,String,false,,14 miek
Invoice,billing_address.street2,String,false,,
Invoice,billing_address.city,String,false,,nagpur
Invoice,billing_address.state,String,false,,maharashtra
Invoice,billing_address.zip,String,false,,442201
Invoice,billing_address.country,String,false,,India
Invoice,billing_address.phone,String,false,,9991112223
Invoice,shipping_address.attention,String,false,,
Invoice,shipping_address.address,String,false,,
Invoice,shipping_address.street2,String,false,,
Invoice,shipping_address.city,String,false,,
Invoice,shipping_address.state,String,false,,
Invoice,shipping_address.zip,String,false,,
Invoice,shipping_address.country,String,false,,
Invoice,shipping_address.phone,String,false,,
Invoice,sent_at,Date,false,,
Invoice,paid_at,Date,false,,
Invoice,payment_id,String,false,,
Invoice,createdAt,Date,true (auto),,2025-10-27T06:33:06.480Z
Invoice,updatedAt,Date,true (auto),,2025-10-27T06:33:40.829Z
MeetingRoom,building,ObjectId,true,,671a1d28f4bca52b4449e001
MeetingRoom,name,String,true,,Ocean View Conference Room
MeetingRoom,slug,String,false,,ocean-view-conference-room
MeetingRoom,code,String,false,,B3-RM-05
MeetingRoom,description,String,false,,Spacious meeting room with sea-facing view premium chairs projector and whiteboard.
MeetingRoom,tags,Array,false,,"[""executive"", ""sea-view"", ""quiet-zone""]"
MeetingRoom,floorNumber,Number,false,,3
MeetingRoom,roomNumber,String,false,,305
MeetingRoom,zone,String,false,,East Wing
MeetingRoom,layoutType,String,false,,Boardroom
MeetingRoom,capacity,Number,true,,10
MeetingRoom,seatingCapacity,Number,false,,10
MeetingRoom,maxGuests,Number,false,,12
MeetingRoom,safetyFeatures,Array,false,,"[""Fire Extinguisher"", ""Emergency Exit""]"
MeetingRoom,amenities,Array,false,,"[""671a1d28f4bca52b4449e101"", ""671a1d28f4bca52b4449e102""]"
MeetingRoom,equipment,Array,false,,"[""671a1d28f4bca52b4449e201"", ""671a1d28f4bca52b4449e202""]"
MeetingRoom,wifiNetwork.ssid,String,false,,CoworkHQ_Guest
MeetingRoom,wifiNetwork.passwordProtected,Boolean,false,,true
MeetingRoom,wifiNetwork.speedMbps,Number,false,,200
MeetingRoom,images,Array,false,,"[""https://ik.imagekit.io/cowork/rooms/ocean-view-1.jpg"", ""https://ik.imagekit.io/cowork/rooms/ocean-view-2.jpg""]"
MeetingRoom,pricing.currency,String,false,,INR
MeetingRoom,pricing.hourlyRate,Number,false,,500
MeetingRoom,pricing.memberRate,Number,false,,400
MeetingRoom,pricing.nonMemberRate,Number,false,,550
MeetingRoom,pricing.taxPercent,Number,false,,18
MeetingRoom,pricing.depositRequired,Boolean,false,,true
MeetingRoom,pricing.depositAmount,Number,false,,1000
MeetingRoom,priceRules,Array,false,,
MeetingRoom,priceRules.ruleType,String,false,,WeekendDiscount
MeetingRoom,priceRules.value,Number,false,,10
MeetingRoom,priceRules.startDate,Date,false,,2025-04-01T00:00:00.000Z
MeetingRoom,priceRules.endDate,Date,false,,2025-12-31T00:00:00.000Z
MeetingRoom,availability.daysOfWeek,Array,false,,"[1, 2, 3, 4, 5, 6]"
MeetingRoom,availability.openTime,String,false,,09:00
MeetingRoom,availability.closeTime,String,false,,20:00
MeetingRoom,availability.minBookingMinutes,Number,false,,30
MeetingRoom,availability.maxBookingMinutes,Number,false,,480
MeetingRoom,availability.timezone,String,false,,Asia/Kolkata
MeetingRoom,blackoutDates,Array,false,,"[""2025-12-25"", ""2025-01-01""]"
MeetingRoom,blackoutRanges,Array,false,,
MeetingRoom,blackoutRanges.start,Date,false,,2025-06-10T09:00:00.000Z
MeetingRoom,blackoutRanges.end,Date,false,,2025-06-15T18:00:00.000Z
MeetingRoom,blackoutRanges.reason,String,false,,Scheduled Maintenance
MeetingRoom,bookingRules.minNoticeHours,Number,false,,2
MeetingRoom,bookingRules.maxNoticeDays,Number,false,,60
MeetingRoom,bookingRules.bufferMinutesBefore,Number,false,,10
MeetingRoom,bookingRules.bufferMinutesAfter,Number,false,,10
MeetingRoom,bookingRules.allowRecurringBookings,Boolean,false,,true
MeetingRoom,bookingRules.maxRecurringInstances,Number,false,,5
MeetingRoom,bookingRules.cancellationPolicy.freeCancelBeforeHours,Number,false,,12
MeetingRoom,bookingRules.cancellationPolicy.cancellationFee,Number,false,,200
MeetingRoom,availableTimeSlots,Array,false,,
MeetingRoom,availableTimeSlots.startTime,String,true,,09:00 AM
MeetingRoom,availableTimeSlots.endTime,String,true,,10:00 AM
MeetingRoom,isBookable,Boolean,false,,true
MeetingRoom,isBookingClosed,Boolean,false,,false
MeetingRoom,isArchived,Boolean,false,,false
MeetingRoom,status,String,false,"active, inactive",active
MeetingRoom,location.type,String,false,,Point
MeetingRoom,location.coordinates,Array,false,,"[72.823, 18.920]"
MeetingRoom,location.mapLink,String,false,,https://goo.gl/maps/xyz123
MeetingRoom,accessInstructions,String,false,,Check in at reception 3rd floor east wing.
MeetingRoom,accessControl.method,String,false,,Keycard
MeetingRoom,accessControl.allowedRoles,Array,false,,"[""admin"", ""receptionist""]"
MeetingRoom,accessControl.allowedUsers,Array,false,,"[""671a1d28f4bca52b4449e999""]"
MeetingRoom,createdBy,ObjectId,false,,671a1d28f4bca52b4449e555
MeetingRoom,updatedBy,ObjectId,false,,671a1d28f4bca52b4449e556
MeetingRoom,createdFromIp,String,false,,203.122.58.44
MeetingRoom,lastUpdatedFromIp,String,false,,203.122.58.44
MeetingRoom,createdAt,Date,true (auto),,2025-11-10T08:00:00.000Z
MeetingRoom,updatedAt,Date,true (auto),,2025-11-10T08:00:00.000Z
MeetingBooking,room,ObjectId,true,,68e35dd87c636001943668ff
MeetingBooking,visitors,Array,false,,"[""68e8d402fd22034957e24569""]"
MeetingBooking,member,ObjectId,false,,68e357cf49d1100b172468db
MeetingBooking,start,Date,true,,2025-10-15T03:30:00.000Z
MeetingBooking,end,Date,true,,2025-10-15T04:30:00.000Z
MeetingBooking,amenitiesRequested,Array,false,,[]
MeetingBooking,status,String,false,"payment_pending, booked, cancelled, completed",booked
MeetingBooking,currency,String,false,,INR
MeetingBooking,amount,Number,false,,0
MeetingBooking,client,ObjectId,false,,68e357ce49d1100b172468d4
MeetingBooking,invoice,ObjectId,false,,
MeetingBooking,payment.method,String,false,"cash, card, credits",credits
MeetingBooking,payment.coveredCredits,Number,false,,1
MeetingBooking,payment.extraCredits,Number,false,,0
MeetingBooking,payment.overageAmount,Number,false,,0
MeetingBooking,payment.valuePerCredit,Number,false,,500
MeetingBooking,payment.idempotencyKey,String,false,,booking-1760089109323-0.3756067674699515
MeetingBooking,payment.amount,Number,false,,
MeetingBooking,notes,String,false,,
MeetingBooking,createdAt,Date,true (auto),,2025-10-10T09:38:30.054Z
MeetingBooking,updatedAt,Date,true (auto),,2025-10-10T09:38:30.054Z
Member,firstName,String,true,,flyde
Member,lastName,String,false,,
Member,email,String,false,,rittik@flyde.in
Member,phone,String,false,,8076981993
Member,companyName,String,false,,flyde digital
Member,role,String,false,,owner
Member,status,String,false,"active, inactive",active
Member,client,ObjectId,false,,68e357ce49d1100b172468d4
Member,desk,ObjectId,false,,null
Member,user,ObjectId,false,,68e3600a88c8f10a2511645e
Member,allowedUsingCredits,Boolean,false,,true
Member,createdAt,Date,true (auto),,2025-10-06T05:46:55.778Z
Member,updatedAt,Date,true (auto),,2025-10-14T09:33:12.257Z
Lead,firstName,String,true,,hye
Lead,lastName,String,true,,hey
Lead,companyName,String,true,,hey@hey.com
Lead,address,String,true,,123 hey
Lead,pincode,String,true,,123455
Lead,email,String,true,,hey@hey.com
Lead,phone,String,true,,9876543212
Lead,numberOfEmployees,Number,true,,10
Lead,purpose,String,true,"coworking_space, day_pass, meeting_room, private_office, virtual_office, event_space",day_pass
Lead,status,String,false,"new, contacted, qualified, converted, lost",new
Lead,kycDocuments.files,Array,false,,"[""https://ik.imagekit.io/flyde/kyc-documents/kyc-admin-1762428746340-honor8_KjR0npfp3B.png""]"
Lead,kycStatus,String,false,"not_submitted, pending, approved, rejected",approved
Lead,kycRejectionReason,String,false,,
Lead,kycApprovedBy,ObjectId,false,,
Lead,kycApprovedAt,Date,false,,2025-11-07T05:27:09.356Z
Lead,userCreated,Boolean,false,,true
Lead,createdUserId,ObjectId,false,,690d832c9df3db05f85a38d3
Lead,source,String,false,,website_signup
Lead,notes,String,false,,
Lead,assignedTo,ObjectId,false,,
Lead,convertedToClient,ObjectId,false,,
Lead,lastContactedAt,Date,false,,
Lead,createdAt,Date,true (auto),,2025-11-06T11:18:33.459Z
Lead,updatedAt,Date,true (auto),,2025-11-07T05:27:09.359Z
Notification,type,String,false,"system, marketing, transactional, reminder",system
Notification,channels.sms,Boolean,false,,false
Notification,channels.email,Boolean,false,,true
Notification,title,String,true,,Booking Confirmation - BK-1001
Notification,templateKey,String,false,,booking_confirmation
Notification,templateVariables,Mixed,false,,"{""name"": ""John"", ""bookingId"": ""BK-1001"", ""date"": ""2025-10-01"", ""time"": ""10:00 AM"", ""location"": ""Room A""}"
Notification,content.smsText,String,false,,Hi John your booking BK-1001 is confirmed for 2025-10-01 at 10:00 AM. Location: Room A
Notification,content.emailSubject,String,false,,Booking Confirmation - BK-1001
Notification,content.emailHtml,String,false,,<div style=""font-family: Arial sans-serif; max-width: 600px; margin: 0 auto;""><h2>Booking Confirmed</h2><p>Hi John</p></div>
Notification,content.emailText,String,false,,Hi John your booking BK-1001 has been confirmed for 2025-10-01 at 10:00 AM.
Notification,image,String,false,,
Notification,metadata.tags,Array,false,,"[""confirmation""]"
Notification,metadata.priority,String,false,"low, normal, high",normal
Notification,metadata.category,String,false,,booking
Notification,metadata.deepLink,String,false,,
Notification,metadata.route,String,false,,
Notification,metadata.routeParams,Mixed,false,,
Notification,to.phone,String,false,,
Notification,to.email,String,false,,nasiransarinsa@gmail.com
Notification,to.userId,ObjectId,false,,68b964b75256c8e39d0ed80a
Notification,to.memberId,ObjectId,false,,
Notification,to.clientId,ObjectId,false,,
Notification,audienceQuery,Mixed,false,,
Notification,smsDelivery.status,String,false,"pending, queued, sent, delivered, failed, canceled, skipped",
Notification,smsDelivery.provider,String,false,"smswaale, twilio, smtp, sendgrid, nodemailer, mock",
Notification,smsDelivery.providerMessageId,String,false,,
Notification,smsDelivery.attemptCount,Number,false,,
Notification,smsDelivery.lastError,String,false,,
Notification,smsDelivery.errorCode,String,false,,
Notification,smsDelivery.history,Array,false,,
Notification,smsDelivery.history.at,Date,false,,
Notification,smsDelivery.history.action,String,true,"queued, sent, delivered, failed, retried, canceled",
Notification,smsDelivery.history.details,String,false,,
Notification,smsDelivery.history.error,String,false,,
Notification,smsDelivery.history.providerResponse,Mixed,false,,
Notification,smsDelivery.sentAt,Date,false,,
Notification,smsDelivery.deliveredAt,Date,false,,
Notification,smsDelivery.failedAt,Date,false,,
Notification,smsDelivery.canceledAt,Date,false,,
Notification,emailDelivery.status,String,false,"pending, queued, sent, delivered, failed, canceled, skipped",sent
Notification,emailDelivery.provider,String,false,"smswaale, twilio, smtp, sendgrid, nodemailer, mock",nodemailer
Notification,emailDelivery.providerMessageId,String,false,,<c7772beb-2bc9-f586-6e4e-0de10fe4bd43@flyde.in>
Notification,emailDelivery.attemptCount,Number,false,,0
Notification,emailDelivery.lastError,String,false,,
Notification,emailDelivery.errorCode,String,false,,
Notification,emailDelivery.history,Array,false,,
Notification,emailDelivery.history.at,Date,false,,2025-09-30T11:28:39.196Z
Notification,emailDelivery.history.action,String,true,"queued, sent, delivered, failed, retried, canceled",sent
Notification,emailDelivery.history.details,String,false,,Email sent successfully
Notification,emailDelivery.history.error,String,false,,null
Notification,emailDelivery.history.providerResponse,Mixed,false,,"{""accepted"": [""nasiransarinsa@gmail.com""], ""rejected"": []}"
Notification,emailDelivery.sentAt,Date,false,,2025-09-30T11:28:42.574Z
Notification,emailDelivery.deliveredAt,Date,false,,
Notification,emailDelivery.failedAt,Date,false,,
Notification,emailDelivery.canceledAt,Date,false,,
Notification,scheduledAt,Date,false,,2025-09-30T11:28:39.078Z
Notification,expiresAt,Date,false,,null
Notification,canceled,Boolean,false,,false
Notification,cancelReason,String,false,,
Notification,maxRetries,Number,false,,3
Notification,retryBackoffSeconds,Number,false,,60
Notification,isRead,Boolean,false,,false
Notification,readAt,Date,false,,
Notification,createdBy,ObjectId,false,,68b964b75256c8e39d0ed80a
Notification,source,String,false,"admin_panel, system, api, webhook",api
Notification,relatedEntity.entity,String,false,,
Notification,relatedEntity.entityId,ObjectId,false,,
Notification,createdAt,Date,true (auto),,2025-09-30T11:28:39.092Z
Notification,updatedAt,Date,true (auto),,2025-09-30T11:28:42.577Z
Otp,phone,String,true,
Otp,otp,String,true,
Otp,expireDate,Date,true,
Otp,createdAt,Date,false,
Role,roleName,String,true,,System Admin
Role,description,String,false,,System Admin - Full system access all permissions
Role,canLogin,Boolean,false,,true
Role,permissions,Array,false,,"[""*:*"", ""contract:create"", ""draft_payment:create"", ""invoice:create"", ""payment:create""]"
Role,createdAt,Date,true (auto),,2025-11-04T10:32:14.741Z
Role,updatedAt,Date,true (auto),,2025-11-04T10:32:14.741Z
TicketCategory,name,String,true,,Cleaning
TicketCategory,description,String,false,,For cleaning purposes
TicketCategory,subCategories,Array,false,,"[""Washroom"", ""Balcony""]"
TicketCategory,createdAt,Date,true (auto),,
TicketCategory,updatedAt,Date,true (auto),,
Ticket,subject,String,true,,mm
Ticket,ticketId,String,false,,TKT-2510-0001
Ticket,description,String,true,,mm
Ticket,priority,String,false,"low, medium, high, urgent",low
Ticket,category.categoryId,ObjectId,false,,68bfda3e6ecb1276d721bf76
Ticket,category.subCategory,String,false,,Washroom
Ticket,status,String,false,"open, inprogress, resolved, closed, pending",inprogress
Ticket,assignedTo,ObjectId,false,,68dba0b07cea5c33d218bf20
Ticket,building,ObjectId,false,,68ee00532dc0af4fc00ff153
Ticket,cabin,ObjectId,false,,
Ticket,latestUpdate,String,false,,Ticket created
Ticket,createdBy,ObjectId,false,,
Ticket,client,ObjectId,false,,68ff2ae9d9c0e3fd148f2ffb
Ticket,images,Array,false,,[]
Ticket,createdAt,Date,true (auto),,2025-10-28T06:01:58.867Z
Ticket,updatedAt,Date,true (auto),,2025-10-28T06:01:58.867Z
User,role,ObjectId,true,,68b935ff570f8ea0eaccaf6f
User,name,String,true,,NasirA
User,email,String,true,,nasir@flyde.in
User,phone,String,true,,7709690538
User,password,String,true,,Nsa.flyde@123
User,buildingId,ObjectId,false,,
User,createdAt,Date,true (auto),,2025-09-04T09:48:51.027Z
User,updatedAt,Date,true (auto),,2025-10-06T08:58:47.056Z
Visitor,name,String,true,,community
Visitor,email,String,false,,community@flyde.in
Visitor,phone,String,false,,8991112223
Visitor,companyName,String,false,,
Visitor,hostMember,ObjectId,false,,68ff0fbfe33721fd7497c673
Visitor,hostClient,ObjectId,false,,null
Visitor,hostGuest,ObjectId,false,,null
Visitor,purpose,String,false,,
Visitor,numberOfGuests,Number,false,,1
Visitor,expectedVisitDate,Date,true,,2025-10-29T00:00:00.000Z
Visitor,expectedArrivalTime,Date,false,,2025-10-29T00:00:00.000Z
Visitor,expectedDepartureTime,Date,false,,2025-10-29T23:59:59.999Z
Visitor,checkInTime,Date,false,,
Visitor,checkOutTime,Date,false,,
Visitor,checkInMethod,String,false,"qr, manual",manual
Visitor,badgeId,String,false,,
Visitor,qrToken,String,false,,80619a8870a45acc9b1643204523c94b
Visitor,qrExpiresAt,Date,false,,2025-10-29T23:59:59.999Z
Visitor,status,String,false,"invited, pending_checkin, approved, checked_in, checked_out, cancelled, no_show",invited
Visitor,idDocumentType,String,false,,
Visitor,idNumber,String,false,,
Visitor,notes,String,false,,
Visitor,cancelReason,String,false,,
Visitor,processedByCheckin,ObjectId,false,,
Visitor,processedByCheckout,ObjectId,false,,
Visitor,approvedBy,ObjectId,false,,
Visitor,approvedAt,Date,false,,
Visitor,checkinRequestedAt,Date,false,,
Visitor,createdBy,ObjectId,false,,68ff0fbfe33721fd7497c673
Visitor,building,ObjectId,false,,68ee00532dc0af4fc00ff153
Visitor,dayPass,ObjectId,false,,68ff223826176ddf4e0acfa2
Visitor,deletedAt,Date,false,,
Visitor,deletedBy,ObjectId,false,,
Visitor,createdAt,Date,true (auto),,2025-10-27T07:42:13.387Z
Visitor,updatedAt,Date,true (auto),,2025-10-27T07:42:13.387Z

